population,latitude,longitude,Elevation,MAT,MCMT,PPT_wt,PPT_sp,PPT_sm,PPT_at,Nitrogen,CN,pH,Phosphore,Calcium,Magnesium,Sodium,Potassium,Iron,Aluminium,WHC,OC,SOM,Manganese,leaf_Otu0000001,leaf_Otu0000002,leaf_Otu0000003,leaf_Otu0000004,leaf_Otu0000005,leaf_Otu0000006,leaf_Otu0000008,leaf_Otu0000009,leaf_Otu0000010,leaf_Otu0000011,leaf_Otu0000012,leaf_Otu0000013,leaf_Otu0000014,leaf_Otu0000015,leaf_Otu0000016,leaf_Otu0000017,leaf_Otu0000018,leaf_Otu0000022,leaf_Otu0000023,leaf_Otu0000025,leaf_Otu0000027,leaf_Otu0000028,leaf_Otu0000029,leaf_Otu0000030,leaf_Otu0000031,leaf_Otu0000032,leaf_Otu0000033,leaf_Otu0000034,leaf_Otu0000035,leaf_Otu0000036,leaf_Otu0000037,leaf_Otu0000038,leaf_Otu0000042,leaf_Otu0000044,leaf_Otu0000051,leaf_Otu0000052,leaf_Otu0000057,leaf_Otu0000058,leaf_Otu0000063,leaf_Otu0000066,leaf_Otu0000067,leaf_Otu0000068,leaf_Otu0000070,leaf_Otu0000073,leaf_Otu0000074,leaf_Otu0000077,leaf_Otu0000078,leaf_Otu0000084,leaf_Otu0000089,leaf_Otu0000093,leaf_Otu0000094,leaf_Otu0000096,leaf_Otu0000100,leaf_Otu0000101,leaf_Otu0000109,leaf_Otu0000115,leaf_Otu0000116,leaf_Otu0000117,leaf_Otu0000120,leaf_Otu0000137,leaf_Otu0000152,leaf_Otu0000157,leaf_Otu0000179,leaf_Otu0000246,leaf_Otu0000365,root_Otu0000001,root_Otu0000002,root_Otu0000003,root_Otu0000004,root_Otu0000005,root_Otu0000006,root_Otu0000007,root_Otu0000009,root_Otu0000011,root_Otu0000016,root_Otu0000017,root_Otu0000019,root_Otu0000020,root_Otu0000021,root_Otu0000024,root_Otu0000026,root_Otu0000028,root_Otu0000030,root_Otu0000041,root_Otu0000046,root_Otu0000049,root_Otu0000050,root_Otu0000051,root_Otu0000058,root_Otu0000063,root_Otu0000064,root_Otu0000070,root_Otu0000075,root_Otu0000076,root_Otu0000100,root_Otu0000102,root_Otu0000114,root_Otu0000121,root_Otu0000122,root_Otu0000144,root_Otu0000146,root_Otu0000156,root_Otu0000163,root_Otu0000174,root_Otu0000199,root_Otu0000238,root_Otu0000258,root_Otu0000284,root_Otu0000989,richness_microbiota_leaf,Shannon_microbiota_leaf,PCOA1_microbiota_leaf,PCOA2_microbiota_leaf,richness_pathobiota_leaf,Shannon_pathobiota_leaf,PCOA1_pathobiota_leaf,PCOA2_pathobiota_leaf,richness_microbiota_root,Shannon_microbiota_root,PCOA1_microbiota_root,PCOA2_microbiota_root,richness_pathobiota_root,Shannon_pathobiota_root,PCOA2_pathobiota_root,plant_OTU1,plant_OTU3,plant_OTU4,plant_OTU7,plant_OTU8,plant_OTU10,plant_OTU15,plant_OTU16,plant_OTU18,plant_OTU20,plant_OTU27,plant_OTU46,plant_OTU49,plant_OTU65,plant_OTU67,plant_OTU71,plant_OTU72,plant_OTU78,plant_OTU83,plant_OTU87,plant_OTU88,plant_OTU100,plant_OTU109,plant_OTU113,plant_OTU114,plant_OTU132,plant_OTU136,plant_OTU143,plant_OTU145,plant_OTU146,plant_OTU147,plant_OTU149,plant_OTU154,plant_OTU159,plant_OTU179,plant_OTU192,plant_OTU196,plant_OTU198,plant_OTU202,plant_OTU203,plant_OTU204,plant_OTU216,plant_OTU223,plant_OTU234,plant_richness,plant_Shannon,plant_pcoa1,plant_pcoa2,plant_pcoa3
BELC-A,44.387532,2.336117,415,9.89,-0.01,165.82,89.82,121.55,221.18,2.709,14.277,7.525,0.095,12.807,1.296,0.053,0.587,0.004,0.038,0.369,38.493,66.605,0.013,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,11.37049016,2.162505138,0.1900449338,-0.02957974541,2.80648673,0.6577572654,0.03362689394,-0.117077726,9.159171429,1.882404573,0.1543021571,-0.1186171377,1.882704634,0.4299919543,0.1808186589,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,1.171975582,0.009968,0.1299,0.2263
BELC-B,44.387527,2.336782,412,9.91,0.02,165.91,89.82,121.55,221.27,2.385,16.700,8.050,0.106,15.600,1.105,0.025,0.299,0.000,0.011,0.277,39.550,68.450,0.000,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.984660158,1.805205138,0.1735649338,-0.03812974541,2.50930673,0.6311572654,0.04466689394,-0.04901872599,10.17407143,1.811514573,0.1204721571,-0.1389571377,1.843514634,0.4079619543,0.2508586589,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,84,0,0,0,0,0,0,14,0.957875582,-0.02177,-0.1039,0.04476
BELC-C,44.389212,2.336636,453,9.69,-0.22,165.82,89.64,121.55,221.18,1.620,12.250,6.705,0.058,4.980,1.154,0.025,0.349,0.000,0.200,0.397,19.800,34.250,0.073,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.29206016,2.081055138,0.2226549338,0.1033402546,2.46698673,0.4430472654,0.1902368939,-0.03025772599,11.11277143,2.235314573,0.1602321571,-0.06681713775,1.810814634,0.3953319543,0.1598486589,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,9,0,0,0,9,1.455935582,-0.1172,0.1899,0.1206
BELL-A,43.790307,1.106456,229,10.25,-0.17,123.36,73.55,88.00,171.00,1.940,13.150,8.080,0.121,14.900,1.380,0.052,0.780,0.000,0.030,0.349,25.450,44.000,0.000,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.46306016,2.290305138,0.3251549338,0.08751025459,2.88638673,0.4811172654,0.06306689394,0.003082274007,10.47116143,2.090214573,0.3208321571,0.09623286225,1.974234634,0.5189819543,0.2094486589,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,96,0,0,7,0,34,0,0,0,0,470,0,0,0,0,0,0,8,1.055275582,-0.03266,-0.1404,-0.183
BERNA-A,43.162150,0.111398,394,9.62,-0.20,134.73,74.36,80.91,198.27,2.105,10.800,6.330,0.155,7.015,1.210,0.059,0.677,0.000,0.066,0.468,22.650,39.200,0.064,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85236016,2.083545138,0.1585549338,-0.08936974541,2.41688673,0.4864872654,-0.1289631061,-0.108917726,10.26217143,2.040014573,0.0820321571,-0.1828671377,.,.,.,1,0,0,4,0,0,1,0,1,0,0,3,0,0,0,6,4,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,4,1,0,0,11,7,0,0,0,0,0,23,2.227075582,0.1132,0.03798,0.1502
BESS-A,44.526359,2.730092,352,10.13,-0.16,177.00,87.27,130.00,236.36,9.025,15.950,7.505,0.592,23.485,9.705,0.113,4.211,0.008,0.038,0.555,145.800,251.850,0.038,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,15.10366016,2.443205138,0.1261449338,-0.02378974541,2.42158673,0.5066032654,0.07778689394,-0.168337726,11.30787143,2.221314573,0.1128321571,-0.01577713775,2.125614634,0.6197419543,0.2351986589,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,0,0,0,0,0,0,5,1.137975582,-0.2095,0.1266,0.07025
BOULO-A,43.289080,0.639795,339,9.90,-0.28,122.27,74.27,87.45,186.55,2.350,10.400,8.365,0.032,19.800,0.463,0.051,0.347,0.003,0.016,0.493,24.200,41.850,0.000,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.479860158,1.780005138,0.3087549338,0.1635402546,2.12118673,0.4187672654,0.008666893941,0.122762274,9.881271429,2.082714573,0.2582321571,0.06163286225,2.010734634,0.4592619543,0.01715865892,0,0,0,0,0,0,0,1,0,0,3,0,0,0,8,38,0,0,0,0,0,3,0,0,0,0,33,0,0,0,86,0,0,0,0,0,0,158,0,0,0,172,0,0,12,1.346555582,0.0893,-0.0363,0.05756
BROU-A,43.999349,2.621684,281,10.69,0.27,178.91,84.91,97.82,202.18,2.105,12.050,6.605,0.032,6.945,2.260,0.030,0.784,0.003,0.027,0.419,25.500,44.150,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,11.67166016,2.214305138,0.2532549338,-0.02834974541,2.48988673,0.4776272654,-0.03526310606,-0.131857726,9.683671429,1.884894573,0.2554321571,-0.03939713775,.,.,.,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,12,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,4,48,20,2.020275582,0.1682,0.2281,0.02279
BROU-B,44.033129,2.638672,678,9.00,-1.05,186.27,90.36,113.64,229.27,2.230,12.600,6.000,0.061,5.040,1.530,0.030,0.994,0.008,0.114,0.419,28.150,48.750,0.058,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45091016,2.172705138,0.1918849338,0.07019025459,2.55891673,0.6430572654,0.08421389394,-0.09361772599,9.924671429,1.946304573,0.2413321571,-0.004317137747,1.715314634,0.3367419543,0.09932865892,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
BROU-C,44.033260,2.638683,678,9.00,-1.05,186.27,90.36,113.64,229.36,2.915,12.250,6.600,0.074,7.650,1.665,0.237,0.841,0.003,0.035,0.463,35.650,61.700,0.050,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25456016,2.266105138,0.1597149338,-0.02573974541,1.92038673,0.3281572654,0.05515689394,-0.01067772599,10.68667143,2.133914573,0.2512321571,-0.04734713775,1.814014634,0.3925419543,0.03685865892,22,0,0,0,0,0,0,0,0,0,0,2,0,1,2,21,0,0,0,0,0,0,0,0,0,8,0,82,0,4,0,0,1,23,98,0,10,41,0,20,0,0,12,0,25,1.973675582,0.1458,0.0142,-0.1803
BULA-A,43.039803,0.277297,491,9.44,-0.08,131.73,78.64,91.18,206.36,11.500,21.700,7.525,0.095,12.807,1.296,0.053,0.587,0.004,0.038,0.401,249.000,432.000,0.013,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,12.47626016,1.850505138,0.1346849338,-0.06651974541,2.21038673,0.3640572654,0.2185368939,-0.03724772599,14.54227143,2.474814573,0.0623021571,-0.1524071377,1.896184634,0.4414719543,0.2196986589,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,2,0,0,136,12,0,0,0,0,0,7,1.005775582,-0.2172,-0.2215,0.009795
BULE-B,42.910580,1.248122,525,9.94,0.24,116.36,86.09,119.00,201.82,2.540,11.050,7.530,0.137,13.600,1.080,0.026,0.534,0.000,0.000,0.519,28.150,48.650,0.000,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12.29946016,2.188505138,0.1703549338,-0.01787974541,4.31938673,0.5865572654,0.1859368939,-0.05573272599,9.533171429,1.834894573,0.1278321571,-0.1247071377,2.584514634,0.7483419543,0.1269786589,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,41,0,0,0,0,188,0,0,0,0,0,0,9,1.068375582,-0.1929,-0.1227,0.000583
CAMA-C,43.824878,2.881661,397,10.38,-0.03,183.55,73.64,77.36,224.00,2.435,13.400,8.255,0.063,11.150,1.640,0.149,0.444,0.003,0.025,0.487,32.650,56.500,0.000,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,13.01046016,2.325605138,0.1777449338,-0.06668974541,2.27748673,0.4536172654,0.2629368939,-0.07557772599,11.66227143,2.163614573,0.1746321571,-0.05409413775,2.029184634,0.4204919543,0.09897865892,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,4,1.033875582,-0.2347,0.1754,0.04502
CAMA-D,43.823736,2.881003,393,10.40,0.02,185.00,73.82,77.55,225.64,1.955,10.200,7.290,0.074,10.400,1.925,0.046,0.428,0.000,0.013,0.326,19.900,34.400,0.008,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,12.12596016,2.222605138,0.1901449338,-0.06125974541,2.80688673,0.4846672654,0.07073689394,-0.06635772599,11.69917143,2.222014573,0.1981321571,0.009882862253,.,.,.,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,50,24,0,0,0,0,0,0,14,0,0,5,3,0,1,1,0,0,0,0,0,0,15,2,0,0,0,47,356,25,1.238875582,0.02516,0.1479,0.06365
CAMA-E,43.824878,2.881661,397,10.38,-0.03,183.55,73.64,77.36,224.00,1.525,18.500,8.115,0.071,11.700,0.600,0.043,0.339,0.003,0.027,0.257,28.200,48.750,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
CAPE-A,44.108545,1.990168,322,9.95,-0.31,137.55,71.55,97.09,184.55,0.888,11.500,7.040,0.017,3.895,0.975,0.019,0.488,0.000,0.031,0.372,10.150,17.600,0.038,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.38366016,2.252605138,0.3227549338,0.09186025459,1.75758673,0.2830572654,0.02541689394,0.114062274,12.24117143,2.367314573,0.2688321571,-0.04926713775,1.737614634,0.3539419543,-0.02944134108,5,1,0,0,0,13,0,0,0,1,1,6,0,2,0,20,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,63,21,0,0,0,1,0,24,2.106575582,0.2141,0.1026,0.141
CARL-A,43.151102,1.392300,385,10.03,-0.31,109.18,75.18,92.18,173.82,1.520,11.250,8.205,0.065,12.650,0.358,0.014,0.364,0.000,0.013,0.312,17.000,29.450,0.000,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11.30665016,2.205105138,0.3859549338,0.1343402546,2.02788673,0.3339572654,0.2038368939,-0.08878772599,9.636371429,1.948584573,0.3946321571,0.1297328623,1.511114634,0.2307419543,0.1721986589,402,0,0,1,0,0,0,0,0,0,216,0,0,0,1,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,7,1.242775582,-0.01919,-0.02099,0.09547
CASS-A,44.176530,2.518164,616,9.11,-0.89,177.09,91.73,117.82,224.91,2.255,20.950,7.085,0.057,9.210,1.320,0.050,0.500,0.009,0.050,0.367,47.200,81.700,0.020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.45732016,2.172705138,0.1921149338,-0.06963974541,2.46828673,0.5610672654,-0.05826310606,0.02913227401,8.999371429,1.763814573,0.1676321571,-0.1299271377,1.894154634,0.4357519543,0.2887586589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,5,0.577075582,0.08608,0.1569,-0.403
CAST-A,43.698534,1.427856,126,10.75,0.14,113.55,70.27,79.09,159.91,0.916,17.150,8.300,0.124,9.890,1.695,0.032,0.768,0.003,0.031,0.370,15.550,26.900,0.000,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11.10976016,2.134195138,0.4156549338,-0.02467974541,2.24978673,0.4008672654,0.1201468939,-0.208437726,11.09497143,2.156514573,0.4262321571,-0.09661713775,2.223714634,0.6000419543,-0.05734134108,8,0,0,0,0,0,0,0,0,1,20,0,0,0,45,124,0,4,11,0,0,4,0,5,0,0,0,0,0,0,0,0,43,0,0,1,3,197,0,0,0,0,0,0,17,1.580675582,0.1591,-0.194,0.05228
CASTI-A,42.920498,1.034063,574,9.57,-0.18,120.18,85.09,116.82,209.09,7.160,13.500,7.585,0.308,22.500,1.424,0.046,1.463,0.014,0.070,1.394,97.300,168.100,0.003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.21786016,1.989505138,0.1727949338,-0.08725974541,2.75628673,0.4984972654,0.1357768939,-0.05985772599,7.678271429,1.480514573,-0.1172678429,-0.09235713775,1.866014634,0.4176119543,0.05030865892,0,0,0,5,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,3,0,0,0,0,23,11,0,0,0,0,0,12,1.756575582,-0.1129,-0.1226,-0.1762
CAZA-B,42.831484,0.420091,1140,7.04,-1.72,150.27,94.73,121.18,248.27,3.890,10.300,7.110,0.106,13.800,1.900,0.023,0.767,0.000,0.027,0.416,40.200,69.500,0.022,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,17,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,12,1.248475582,-0.1395,0.21,0.02041
CEPE-A,43.755183,1.435978,125,10.74,0.15,116.27,70.55,79.73,161.82,0.780,10.300,8.590,0.065,14.550,0.874,0.095,0.467,0.003,0.033,0.329,8.065,13.950,0.000,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11.38383016,2.078885138,0.2282549338,-0.1278597454,3.05468673,0.7434572654,0.07627689394,-0.01741772599,11.26927143,2.171714573,0.1707321571,-0.3008671377,2.446614634,0.6790419543,0.1592686589,5,0,0,0,1,0,0,0,0,0,1,0,0,0,4,37,0,0,6,2,40,3,2,33,61,0,40,6,0,0,0,0,0,0,63,0,0,19,0,0,0,0,0,0,17,1.895975582,0.213,-0.04761,-0.06047
CERN-A,44.011940,2.966488,406,10.47,0.10,181.18,72.91,92.45,232.82,2.600,27.450,7.790,0.112,9.555,0.709,0.047,0.247,0.000,0.011,0.228,70.450,122.000,0.000,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9.527360158,1.883805138,0.2381549338,0.02836025459,2.78928673,0.6037572654,-0.1047631061,-0.03202772599,8.306071429,1.674514573,0.2006321571,-0.01481713775,1.754714634,0.3657419543,0.09473865892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2,0,0,0,0,6,1.012875582,-0.2104,0.09166,0.102
